homebrew, 0.453672, 1.353704, 1.221587, 1.000000 , 0.178641
islam, 4.571546, 0.792527, 1.243769, 1.000000 , 0.087532
japanese, 4.634532, 0.802484, 0.279749, 1.000000 , 0.453074
joomla, 1.331024, 1.064978, 0.470446, 0.420161 , 1.000000
judaism, 19.660246, 0.581698, 10.373150, 0.673453 , 0.000000
linguistics, 0.914487, 1.111028, 0.163823, 0.859519 , 0.730623
magento, 3.052393, 0.902903, 3.845483, 0.318006 , 0.610197
mathematica, 4.924221, 0.813472, 30.218121, 0.536009 , 0.000000
mechanics, 2.047767, 0.879358, 3.280579, 0.856656 , 0.000000
money, 3.485133, 0.802678, 5.784038, 0.049673 , 0.828413
movies, 6.031691, 0.716278, 2.113288, 0.516983 , 0.463651
music, 1.847489, 0.946667, 3.243088, 0.968780 , 0.000000
networkengineering, 0.702204, 1.118573, 0.137784, 0.576208 , 1.000000
parenting, 2.948858, 0.808409, 1.266797, 0.846526 , 0.366011
patents, 5.626998, 0.610761, 1.918159, 0.322553 , 0.709276
pets, 0.000021, 3.768748, 0.322344, 0.685961 , 0.769246
philosophy, 1.534789, 1.006027, 1.009562, 0.743763 , 0.461397
photo, 0.832678, 1.103134, 0.090708, 1.000000 , 0.654918
physics, 2.207939, 0.950853, 9.151783, 0.655547 , 0.103889
pm, 1.322283, 1.007456, 0.134749, 0.847494 , 0.910491
programmers, 1.545078, 0.963900, 0.158302, 0.441090 , 1.000000
quant, 1.540958, 0.963171, 1.459106, 0.090332 , 1.000000
raspberrypi, 2.716346, 0.850605, 6.115209, 0.484761 , 0.263721
reverseengineering, 0.725871, 1.164450, 0.158995, 0.835357 , 0.764288
robotics, 0.806026, 1.118087, 0.153971, 0.819666 , 0.818317
rpg, 2.500902, 0.928195, 4.725765, 0.901260 , 0.000000
salesforce, 4.470129, 0.858906, 8.866491, 0.623066 , 0.105469
scicomp, 2.324657, 0.866958, 0.693991, 0.267243 , 1.000000
scifi, 6.952684, 0.753328, 2.413188, 0.742480 , 0.239860
security, 3.319057, 0.837322, 18.583877, 0.639087 , 0.000000
sharepoint, 3.854420, 0.872426, 19.063449, 0.192830 , 0.475694
skeptics, 0.099637, 1.615543, 0.354998, 0.753473 , 0.572068
softwarerecs, 176.301566, 0.116442, 0.029120, 1.000000 , 0.720317
sound, 10.841506, 0.558571, 0.446334, 1.000000 , 0.415015
space, 1.169542, 1.163024, 1.145584, 0.809373 , 0.316130
spanish, 2.440602, 0.999099, 0.935687, 0.631007 , 0.626098
sports, 0.526792, 1.277795, 1.745508, 0.984109 , 0.000000
sqa, 1.456448, 0.968832, 0.105912, 0.725788 , 1.000000
stats, 1.681562, 0.970558, 27.026129, 0.299098 , 0.276891
tex, 4.992131, 0.839049, 20.682242, 0.631093 , 0.000000
tor, 0.421822, 1.276250, 0.130862, 0.979024 , 0.598234
travel, 6.576485, 0.711808, 6.804009, 0.636326 , 0.134018
tridion, 5.465118, 0.734101, 0.332879, 0.984407 , 0.431848
unix, 2.679006, 0.913892, 6.987639, 0.676722 , 0.128317
ux, 1.638252, 0.951344, 8.946753, 0.269776 , 0.532673
webapps, 1.264840, 0.999620, 0.047030, 1.000000 , 0.632438
webmasters, 10.351537, 0.634297, 1.024457, 0.514204 , 0.641702
wordpress, 11.967131, 0.684692, 106.260762, 0.127733 , 0.275727
workplace, 1.856690, 0.914020, 3.450379, 0.376664 , 0.614809
